timestamp,agent,agent_ip,rule_id,rule_level,rule_groups,event_desc,decoder,location,syscheck_event,syscheck_path,syscheck_size,syscheck_sha256,syscheck_uname,syscheck_mtime,data_file,data_title,event_type,app_proto,proto,src_ip,src_port,dst_ip,dst_port,alert_severity,alert_signature,alert_category,bytes_toserver,bytes_toclient,pkts_toserver,pkts_toclient,bytes,length,full_log,hour,day_of_week,minute,is_night,is_weekend,is_business_hours,is_well_known_port,is_registered_port,is_dynamic_port,port_range,is_ephemeral_src,log_bytes,packet_size_category,log_length,total_packets,packet_ratio,is_internal_src,is_internal_dst,is_internal_communication,is_syscheck_event,is_file_added,is_file_modified,is_file_deleted,syscheck_path_length,is_system_path,is_user_path,is_high_severity_alert,has_alert_category,alert_signature_length,has_alert_signature,is_alert_event,is_flow_event,has_app_proto,is_http_proto,is_ssl_proto,event_desc_length,event_word_count,danger_keyword_count,is_auth_event,is_fim_event,severity_category,is_critical,is_high,is_medium,time_delta,events_in_window,avg_event_frequency,is_burst,event_velocity,agent_event_count,is_rare_agent,src_ip_count,is_rare_src_ip,agent_avg_rule_level,rule_level_deviation,agent_code,proto_code,event_desc_code,decoder_code,location_code,syscheck_event_code,syscheck_path_code,alert_signature_code,alert_category_code,event_type_code,app_proto_code,data_file_code,data_title_code,port_range_code,severity_category_code,packet_size_category_code,anomaly_label,anomaly_score,anomaly_votes,iforest_vote,lof_vote,svm_vote
2025-10-21 09:49:36.706000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure unused filesystems kernel modules are not available.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,105,15,0,0,1,low,0,0,1,0.011,11,1.1,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,273,8,6,3,59,9,3,1,2,1,1,2,1,3,1,-0.8699254196090375,1,1,-1,1
2025-10-21 09:49:36.716000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure /tmp is a separate partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,82,13,0,0,0,low,0,0,1,0.01,12,1.2,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,3,8,6,3,59,9,3,1,2,1,1,2,1,3,1,-0.13940893486535422,0,1,1,1
2025-10-21 09:49:36.726000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,88,14,0,0,0,low,0,0,1,0.01,13,1.3,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,127,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.16764282543781553,0,1,1,1
2025-10-21 09:49:36.736000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,89,14,0,0,0,low,0,0,1,0.01,14,1.4,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,140,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.17729852193821302,0,1,1,1
2025-10-21 09:49:36.746000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure noexec option set on /tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,89,14,0,0,0,low,0,0,1,0.01,15,1.5,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,133,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.17459334129135387,0,1,1,1
2025-10-21 09:49:36.757000+00:00,wazuh-server,0.0,19008,3,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure /dev/shm is a separate partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,86,13,0,0,0,info,0,0,0,0.011,16,1.6,0,1.0,905,0,,0,4.478453038674033,1.4784530386740329,1,1,1,8,6,3,59,9,3,1,2,1,1,2,0,3,1,0.061561798707823336,0,1,1,1
2025-10-21 09:49:36.767000+00:00,wazuh-server,0.0,19008,3,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /dev/shm partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,14,0,0,0,info,0,0,0,0.01,17,1.7,0,1.0,905,0,,0,4.478453038674033,1.4784530386740329,1,1,125,8,6,3,59,9,3,1,2,1,1,2,0,3,1,0.2318061989948104,0,1,1,1
2025-10-21 09:49:36.777000+00:00,wazuh-server,0.0,19008,3,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /dev/shm partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,info,0,0,0,0.01,18,1.8,0,1.0,905,0,,0,4.478453038674033,1.4784530386740329,1,1,138,8,6,3,59,9,3,1,2,1,1,2,0,3,1,0.23363598671736854,0,1,1,1
2025-10-21 09:49:36.787000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure noexec option set on /dev/shm partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,low,0,0,1,0.01,19,1.9,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,132,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.16670048575083682,0,1,1,1
2025-10-21 09:49:36.798000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure separate partition exists for /home.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,89,13,0,0,0,low,0,0,1,0.011,20,2.0,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,210,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.21782025663025875,0,1,1,1
2025-10-21 09:49:36.809000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /home partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,89,14,0,0,0,low,0,0,1,0.011,21,2.1,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,126,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.1848522572713136,0,1,1,1
2025-10-21 09:49:36.820000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /home partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,90,14,0,0,0,low,0,0,1,0.011,22,2.2,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,139,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.19358507384315493,0,1,1,1
2025-10-21 09:49:36.829000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure separate partition exists for /var.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,88,13,0,0,0,low,0,0,1,0.009,23,2.3,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,211,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.22634914643766604,0,1,1,1
2025-10-21 09:49:36.840000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /var partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,88,14,0,0,0,low,0,0,1,0.011,24,2.4,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,128,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.19875753108374275,0,1,1,1
2025-10-21 09:49:36.851000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /var partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,89,14,0,0,0,low,0,0,1,0.011,25,2.5,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,141,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.2075178344433007,0,1,1,1
2025-10-21 09:49:36.861000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure separate partition exists for /var/tmp.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,13,0,0,0,low,0,0,1,0.01,26,2.6,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,214,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.2127162965153444,0,1,1,1
2025-10-21 09:49:36.872000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /var/tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,14,0,0,0,low,0,0,1,0.011,27,2.7,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,131,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.19082673084684706,0,1,1,1
2025-10-21 09:49:36.883000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /var/tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,low,0,0,1,0.011,28,2.8,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,144,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.2016930317339869,0,1,1,1
2025-10-21 09:49:36.893000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure noexec option set on /var/tmp partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,low,0,0,1,0.01,29,2.9,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,136,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.19508304765485765,0,1,1,1
2025-10-21 09:49:36.904000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure separate partition exists for /var/log.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,13,0,0,0,low,0,0,1,0.011,30,3.0,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,212,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.22410766499781554,0,1,1,1
2025-10-21 09:49:36.914000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /var/log partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,14,0,0,0,low,0,0,1,0.01,31,3.1,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,129,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.19893991332154246,0,1,1,1
2025-10-21 09:49:36.924000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nosuid option set on /var/log partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,low,0,0,1,0.01,32,3.2,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,142,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.20946827482533192,0,1,1,1
2025-10-21 09:49:36.934000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure noexec option set on /var/log partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,14,0,0,0,low,0,0,1,0.01,33,3.3,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,134,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.2027702154722053,0,1,1,1
2025-10-21 09:49:36.944000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure separate partition exists for /var/log/audit.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,98,13,0,0,0,low,0,0,1,0.01,34,3.4,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,213,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.1918030856766797,0,1,1,1
2025-10-21 09:49:36.957000+00:00,wazuh-server,0.0,19007,7,sca,cis ubuntu linux 24.04 lts benchmark v1.0.0.: ensure nodev option set on /var/log/audit partition.,sca,sca,nan,nan,0.0,,,,nan,nan,nan,nan,nan,,0.0,,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,,9,1,49,0,0,1,0,0,0,web,0,0.0,tiny,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,98,14,0,0,0,low,0,0,1,0.013,35,3.5,0,1.0,905,0,,0,4.478453038674033,2.521546961325967,1,1,130,8,6,3,59,9,3,1,2,1,1,2,1,3,1,0.17647417691416326,0,1,1,1
